"AXB", "Maxson Airfield", -75.90034, 44.312002
"REE", "Reese Airpark", -102.03700256348, 33.590301513672
"WDN", "Waldron Airstrip", -123.017998, 48.7118
"WWP", "Whale Pass Seaplane Float Harbor Facility", -133.121994, 56.116299
"CHU", "Chuathbaluk Airport", -159.216003, 61.579102
"UGS", "Ugashik Airport", -157.399002075, 57.5279006958
"MXG", "Marlboro Airport", -71.509002, 42.343201
"PSQ", "Philadelphia Seaplane Base", -75.299598693848, 39.859001159668
"KLL", "Levelock Airport", -156.85899353, 59.128101348899996
"SGW", "Saginaw Seaplane Base", -134.158004761, 56.8862991333
"WTL", "Tuntutuliak Airport", -162.667007446, 60.3353004456
"TWA", "Twin Hills Airport", -160.27299499512, 59.07559967041
"KCQ", "Chignik Lake Airport", -158.774993896, 56.2550010681
"AAD", "Adado Airport", 46.6375, 6.095802
"ABP", "Atkamba Airport", 141.095277778, -6.0655555555600005
"ABW", "Abau Airport", 148.7389, -10.1956
"ALV", "Andorra la Vella Heliport", 1.533551, 42.511174
"ADC", "Andakombe Airport", 145.744722222, -7.13722222222
"ADV", "El Daein Airport", 26.1186, 11.4023
"DJH", "Jebel Ali Seaplane Base", 55.023796, 24.988967
"AEE", "Adareil Airport", 32.9594444444, 10.0536111111
"AEI", "Algeciras Heliport", -5.441118, 36.12888
"AEK", "Aseki Airport", 146.19386673, -7.35080485552
"AEQ", "Ar Horqin Airport", 120.15958, 43.87042
"URZ", "OrÅ«zgÄn Airport", 66.630897522, 32.9029998779
"OLR", "Salerno Airport", 69.9561, 33.3638
"AFK", "Kondavattavana Tank Seaplane Base", 81.644, 7.284
"AFR", "Afore Airstrip", 148.390833333, -9.142222222220001
"AFT", "Afutara Aerodrome", 160.948611111, -9.19138888889
"RNA", "Ulawa Airport", 161.979546547, -9.86054358262
"ATD", "Uru Harbour Airport", 161.011002, -8.87333
"VEV", "Barakoma Airport", 156.70599365234375, -7.912779808044434
"GEF", "Geva Airport", 156.5970001220703, -7.575829982757568
"AGG", "Angoram Airport", 144.073888889, -4.05583333333
"AKS", "Gwaunaru'u Airport", 160.682007, -8.70257
"BNY", "Bellona/Anua Airport", 159.798333333, -11.302222222200001
"CHY", "Choiseul Bay Airport", 156.396111, -6.711944
"BAS", "Ballalae Airport", 155.886656, -6.990745
"FRE", "Fera/Maringe Airport", 159.576996, -8.1075
"HIR", "Honiara International Airport", 160.05499267578, -9.4280004501343
"MBU", "Babanakira Airport", 159.83900451660156, -9.7475004196167
"AVU", "Avu Avu Airport", 160.410555556, -9.86833333333
"IRA", "Ngorangora Airport", 161.897994995, -10.449700355500001
"SCZ", "Santa Cruz/Graciosa Bay/Luova Airport", 165.7949981689453, -10.72029972076416
"MUA", "Munda Airport", 157.26300048828125, -8.327969551086426
"GZO", "Nusatupe Airport", 156.863998413, -8.09778022766
"MNY", "Mono Airport", 155.56500244140625, -7.416940212249756
"PRS", "Parasi Airport", 161.4250030517578, -9.641670227050781
"OTV", "Ontong Java Atoll Airstrip", 159.527778, -5.515
"RNL", "Rennell/Tingoa Airport", 160.06300354003906, -11.533900260925293
"EGM", "Sege Airport", 157.87600708007812, -8.578889846801758
"NNB", "Santa Ana Airport", 162.454108, -10.847994
"RUS", "Marau Airport", 160.824996948, -9.861669540409999
"VAO", "Suavanao Airport", 158.7310028076172, -7.585559844970703
"XYA", "Yandina Airport", 159.21841, -9.092816
"AGK", "Kagua Airport", 143.853611111, -6.396388888890001
"KGE", "Kaghau Airport", 157.585, -7.3305
"KUE", "Kukudu Airport", 156.94783, -8.0262
"KWS", "Kwailabesi Airport", 160.775127, -8.360508
"AGL", "Wanigela Airport", 149.155555556, -9.3375
"NAZ", "Nana Airport", 162.2049, -10.6758
"RIN", "Ringi Cove Airport", 157.14300537109375, -8.12639045715332
"RBV", "Ramata Airport", 157.64300537109375, -8.168060302734375
"TLG", "Tulaghi Heliport", 160.149166667, -9.108
"AGY", "Argyle Downs Airport", 128.9245, -16.514
"AHJ", "Hongyuan Airport", 102.35224, 32.53154
"AHT", "Amchitka Army Airfield", 179.259166667, 51.3777777778
"AHY", "Ambatolhy Airport", 45.535, -20.015833333299998
"AIE", "Aiome Airport", 144.7307003, -5.145699978
"AIH", "Aiambak Airport", 141.2675, -7.342777777779999
"AIC", "Ailinglaplap Airok Airport", 168.8257, 7.279422
"CEX", "Chena Hot Springs Airport", -146.04699707, 65.0518035889
"SOL", "Solomon State Field", -164.4457, 64.5605
"HED", "Herendeen Bay Airport", -160.899002075, 55.801399231
"TWE", "Taylor Airport", -164.798995972, 65.6792984009
"KTH", "Tikchik Lodge Seaplane Base", -158.477005005, 59.9631996155
"NKI", "Naukati Bay Seaplane Base", -133.227994, 55.849602
"LNI", "Lonely Air Station", -153.2420044, 70.91069794
"CDL", "Candle 2 Airport", -161.925994873, 65.907699585
"AOS", "Amook Bay Seaplane Base", -153.815002441, 57.4715003967
"BSZ", "Bartletts Airport", -157.352005005, 58.2162017822
"BSW", "Boswell Bay Airport", -146.145996094, 60.4230995178
"AKM", "Zakuoma Airport", 19.8172222222, 10.8902777778
"TGE", "Sharpe Field", -85.7755966187, 32.4919013977
"ALZ", "Alitak Seaplane Base", -154.248001099, 56.8995018005
"PPE", "Mar de CortÃ©s International Airport", -113.305177, 31.351987
"AME", "Alto Molocue Airport", 37.6813888889, -15.6102777778
"AMF", "Ama Airport", 141.67, -4.10111111111
"AMU", "Amanab Airport", 141.214333333, -3.586
"AMY", "Ambatomainty Airport", 45.623888888900005, -17.6866666667
"ANH", "Anuha Island Resort Airport", 160.225, -9.00138888889
"INU", "Nauru International Airport", 166.919006, -0.547458
"ANZ", "Angus Downs Airport", 132.2748, -25.0325
"ANL", "Andulo Airport", 16.710899353, -11.472299575800001
"CNZ", "Cangamba Airport", 19.861099, -13.7106
"DRC", "Dirico Airport", 20.7680606842041, -17.981924057006836
"GGC", "Lumbala Airport", 22.5868206024, -12.6398773193
"JMB", "Jamba Airport", 16.070148468017578, -14.698192596435547
"KNP", "Capanda Airport", 15.4553194046, -9.76937007904
"NDF", "Ndalatandos Airport", 14.977242469787598, -9.275188446044922
"AOA", "Aroa Airport", 146.8, -9.0254
"AOB", "Annanberg Airport", 144.635833333, -4.90416666667
"AOD", "Abou-DeÃ¯a Airport", 19.2874, 11.4773
"APP", "Asapa Airport", 148.103611111, -8.97916666667
"APR", "April River Airport", 142.540138889, -4.67666666667
"AQY", "Girdwood Airport", -149.126007, 60.966099
"QRF", "Bragado Airport", -60.4803, -35.144
"CVI", "Caleta Olivia Airport", -67.5186004639, -46.4318008423
"CNT", "Charata Airport", -61.2103, -27.2164
"VGS", "General Villegas Airport", -63, -35
"LMD", "Los Menucos Airport", -68.074699, -40.817699
"SZQ", "Saenz PeÃ±a Airport", -60.448299407958984, -26.815799713134766
"VCF", "Valcheta Airport", -66.1500015259, -40.7000007629
"NCJ", "Sunchales Aeroclub Airport", -61.5283, -30.9575
"CPG", "Carmen De Patagones Airport", -62.9803, -40.7781
"PRQ", "Termal Airport", -60.492222, -26.753611
"OLN", "Colonia Sarmiento Airport", -68.999841, -45.582371
"ARP", "Aragip Airport", 149.483333333, -9.88333333333
"ARX", "Asbury Park Neptune Air Terminal", -74.0908333333, 40.2193055556
"TAV", "Tau Airport", -169.511001587, -14.2292003632
"ASZ", "Asirim Airport", 150.368611111, -6.009722222220001
"ATN", "Namatanai Airport", 152.438, -3.6695
"ATP", "Aitape Airport", 142.346805556, -3.1436111111100002
"LYT", "Lady Elliot Island Airstrip", 152.7156, -24.1129
"AGW", "Agnew Airport", 142.1490020751953, -12.145600318908691
"AYD", "Alroy Downs Airport", 136.07899475097656, -19.290800094604492
"BYX", "Baniyala Airport", 136.227005005, -13.19810009
"COB", "Coolibah Airport", 130.96200561523438, -15.548299789428711
"CRJ", "Coorabie Airport", 132.29600524902344, -31.894399642944336
"CRY", "Carlton Hill Airport", 128.53399658203125, -15.501899719238281
"CSD", "Cresswell Downs Airport", 135.91600036621094, -17.947999954223633
"DYM", "Diamantina Lakes Airport", 141.14500427246094, -23.761699676513672
"HIS", "Hayman Island Resort Seaplane Base", 148.88099670410156, -20.059999465942383
"HLV", "Helenvale Airport", 145.21499633789062, -15.685799598693848
"KBD", "Kimberley Downs Airport", 124.3550033569336, -17.39780044555664
"KGR", "Kulgera Airport", 133.29200744628906, -25.84280014038086
"MWY", "Miranda Downs Airport", 141.886002, -17.328899
"MYO", "Camballin Airport", 124.27200317382812, -18.12470054626465
"OKB", "Orchid Beach Airport", 153.31500244141, -24.959400177002
"PEP", "Peppimenarti Airport", 130.091003418, -14.144200325
"RDA", "Rockhampton Downs Airport", 135.2010040283203, -18.95330047607422
"SSK", "Sturt Creek Airport", 128.1739959716797, -19.166400909423828
"SWB", "Shaw River Airport", 119.36199951171875, -21.510299682617188
"TPR", "Tom Price Airport", 117.869003296, -22.746000289900003
"TWP", "Torwood Airport", 143.75, -17.363300323486328
"ZVG", "Springvale Airport", 127.66999816894531, -17.78689956665039
"AUI", "Aua Island Airport", 143.064722222, -1.46055555556
"AUJ", "Ambunti Airport", 142.823166667, -4.21566666667
"AUP", "Agaun Airport", 149.385667, -9.930833
"AUV", "Aumo Airport", 148.445277778, -5.731111111110001
"AWE", "Alowe Airport", 9.444, -0.545
"AWR", "Awar Airport", 144.853, -4.124
"AXF", "Alxa Left Banner Bayanhot Airport", 105.58858, 38.74831
"KPM", "Kompiam Airport", 143.924722222, -5.38166666667
"BUA", "Buka Airport", 154.67300415039062, -5.4223198890686035
"BRP", "Biaru Airport", 146.7594, -7.6693
"CMU", "Chimbu Airport", 144.9709930419922, -6.024290084838867
"MDM", "Munduku Airport", 143.4516, -4.6204
"KPF", "Kondobol Airport", 142.5049, -8.5336
"DNU", "Dinangat Airport", 146.6772, -6.1546
"DOI", "Doini Airport", 150.7218, -10.7009
"DAU", "Daru Airport", 143.207992554, -9.08675956726
"EMS", "Embessa Airport", 148.7628, -9.447
"XYR", "Edwaki Airport", 141.792234, -3.883986
"EPT", "Eliptamin Airport", 141.6779, -5.0412
"EGA", "Engati Airstrip", 146.1053, -6.9179
"EMO", "Emo River Airstrip", 148.0415, -9.1234
"ERU", "Erume Airport", 146.9747, -8.2538
"MFZ", "Meselia Airport", 149.1183, -6.1364
"FRQ", "Feramin Airport", 141.6988, -5.208
"FAQ", "Frieda River Airport", 141.960138, -4.610468
"FUM", "Fuma Airport", 142.4408, -6.3933
"GKA", "Goroka Airport", 145.391998291, -6.081689834590001
"GUG", "Guari Airport", 146.8722, -8.1286
"GRL", "Garasa Airport", 147.213461, -7.980713
"GUR", "Gurney Airport", 150.333999634, -10.3114995956
"GAP", "Gusap Airport", 145.959047, -6.053196
"PNP", "Girua Airport", 148.309005737, -8.80453968048
"GBC", "Gasuke Airport", 141.7393, -6.1028
"HBD", "Habi Airport", 142.4893, -6.32
"HNI", "Heiweni Airport", 146.4276, -7.4223
"HNN", "Honinabi Airport", 142.1771, -16.2457
"HKN", "Kimbe Airport", 150.40499877929688, -5.462170124053955
"HIT", "Haivaro Airport", 143.059, -6.9406
"IMN", "Imane Airport", 146.1072, -6.7524
"KGM", "Kungim Airport", 141.03, -5.671
"IMD", "Imonda Airport", 141.1573, -3.328
"IAL", "Ialibu Airport", 143.9944, -6.2782
"WIU", "Witu Airport", 149.440112, -4.689522
"KGH", "Yongai Airport", 147.4603, -8.5289
"LSA", "Losuia Airport", 151.08099365234375, -8.505820274353027
"KPA", "Kopiago Airport", 142.4977, -5.3883
"UNG", "Kiunga Airport", 141.28199768066406, -6.1257100105285645
"KNE", "Kanainj Airport", 144.7072, -5.2903
"KRI", "Kikori Airport", 144.2500762939453, -7.424379825592041
"KMA", "Kerema Airport", 145.770996094, -7.96361017227
"KRX", "Kar Kar Airport", 145.9404, -4.557
"KIE", "Aropa Airport", 155.728139, -6.305417
"KUQ", "Kuri Airport", 143.276111, -7.135083
"KVG", "Kavieng Airport", 150.807998657, -2.57940006256
"LNV", "Londolovit Airport", 152.628997803, -3.04361009598
"LAB", "Lab Lab Airport", 148.0566, -5.7204
"LWI", "Lowai Airport", 146.6458, -6.3344
"LPN", "Leron Plains Airport", 146.3434, -6.3917
"LNG", "Lese Airport", 146.2765, -8.2799
"LSJ", "Long Island Airport", 147.0177, -5.3604
"AYM", "Yas Island Seaplane Base", 54.6103, 24.467
"MRM", "Manari Airport", 147.6219, -9.1908
"OBM", "Morobe Airport", 147.59, -7.74
"MAG", "Madang Airport", 145.789001465, -5.20707988739
"HGU", "Mount Hagen Kagamuga Airport", 144.29600524902344, -5.826789855957031
"GUV", "Mougulu Airport", 142.420775, -6.280859
"MDU", "Mendi Airport", 143.656998, -6.14774
"MAS", "Momote Airport", 147.423996, -2.06189
"MXH", "Moro Airport", 143.238006592, -6.36332988739
"MIS", "Misima Island Airport", 152.837997437, -10.689200401299999
"MWG", "Marawaka Airport", 145.8849, -6.9736
"NKN", "Nankina Airport", 146.4533, -5.837
"GBF", "Negarbo(Negabo) Airport", 144.703058, -6.567778
"MFO", "Manguna Airport", 151.792333, -5.577778
"KSB", "Kasonombe Airport", 146.9859, -6.3819
"NMN", "Nomane Airport", 145.070667, -6.32183
"NBA", "Nambaiyufa Airport", 145.2424, -6.2412
"LAE", "Nadzab Airport", 146.725977, -6.569803
"KGB", "Konge Airport", 147.2152, -6.2239
"OKP", "Oksapmin Airport", 142.2259, -5.2261
"HOC", "Komako Airport", 145.8827, -7.3984
"KCJ", "Komaio Airport", 143.5952, -7.2714
"KDE", "Koroba Airport", 142.7441, -5.6952
"OPB", "Open Bay Airport", 151.696195, -4.794727
"PGB", "Pangoa Airport", 141.5605, -7.0226
"PGN", "Pangia Airport", 144.1084, -6.386
"MPF", "Mapoda Airport", 143.1694, -7.979
"PMN", "Pumani Airport", 149.4766, -9.7469
"POM", "Port Moresby Jacksons International Airport", 147.22000122070312, -9.443380355834961
"SPH", "Sopu Airport", 147.1659, -8.3038
"SXA", "Sialum Airport", 147.5955, -6.0908
"RMN", "Rumginae Airport", 141.271666667, -5.89722222222
"KMR", "Karimui Airport", 144.823, -6.4921
"MWI", "Maramuni Airport", 143.4829, -5.13
"MRH", "May River Airstrip", 141.785, -4.3615
"SBE", "Suabi Airport", 142.278333333, -6.10444444444
"NIS", "Simberi Airport", 151.997777778, -2.66222222222
"SIL", "Sila Airport", 148.38925, -9.07355555556
"SBV", "Sabah Airport", 155.0489, -5.5765
"SIM", "Simbai Airport", 144.544722222, -5.278611111110001
"SBC", "Selbang Airport", 141.752, -5.315
"SPV", "Sepik Plains Airport", 143.6734, -3.8821
"SXW", "Sauren Airport", 148.8543, -5.9701
"MBV", "Masa Airport", 147.591, -6.345
"TIZ", "Tari Airport", 142.947998047, -5.84499979019
"TBG", "Tabubil Airport", 141.225998, -5.27861
"TPI", "Tapini Airport", 146.989166667, -8.35666666667
"RAB", "Tokua Airport", 152.380004883, -4.34045982361
"TKW", "Tekin Airport", 142.165194444, -5.24366666667
"TEP", "Tep Tep Airport", 146.5595, -5.9553
"TSW", "Tsewi Airport", 146.1272, -7.0695
"TRJ", "Tarakbits Airport", 141.0421, -5.614
"TWY", "Tawa Airport", 146.1067, -7.4463
"TKB", "Tekadu Airport", 146.5503, -7.6808
"AYU", "Aiyura Airport", 145.904166667, -6.33805555556
"UMC", "Umba Airport", 145.966, -7.0214
"URU", "Uroubi Airport", 148.5591, -9.5162
"UPR", "Upiara Airport", 142.6503, -8.5411
"UVO", "Uvol Airport", 150.9557, -6.0178
"TLW", "Talasea Airport", 150.0089, -5.2726
"TCJ", "Torembi Airport", 143.1329, -4.0165
"VAI", "Vanimo Airport", 141.3028, -2.6926
"TON", "Tonu Airport", 155.4326, -6.6552
"WAO", "Wabo Airport", 145.075111111, -6.98944444444
"WBM", "Wapenamanda Airport", 143.89500427246094, -5.6433000564575195
"WAJ", "Wawoi Falls Airport", 142.6557, -6.9523
"WWK", "Wewak International Airport", 143.669006348, -3.58383011818
"WOA", "Wonenara Airport", 145.891944444, -6.796861111110001
"WKN", "Wakunai Airport", 155.2223, -5.8603
"WSU", "Wasu Airport", 147.19822526, -5.96170944919
"WTP", "Woitape Airport", 147.2525, -8.54583333333
"WUG", "Wau Airport", 146.718611111, -7.345555555560001
"YVD", "Yeva Airport", 146.188, -7.548
"SMJ", "Sim Airport", 146.9273, -7.75
"WEP", "Weam Airport", 141.1381, -8.6184
"AYY", "Arugam Bay SPB", 81.82388888890002, 6.86
"KYX", "Yalumet Airport", 147.0117, -6.09
"KSX", "Yasuru Airport", 146.1813, -6.6015
"AYZ", "Zahn's Airport", -73.4, 40.71
"WUM", "Wasum Airport", 149.337, -6.0491
"ZXT", "Zabrat Airport", 49.9768066406, 40.4955422161
"HAE", "Lava Falls Heliport", -113.092002869, 36.191600799599996
"AZB", "Amazon Bay Airport", 149.338333333, -10.2991666667
"BAJ", "Bali Airport", 149.133333333, -4.8833333333299995
"BAP", "Baibara Airport", 149.6414, -10.3432
"BKG", "Branson Airport", -93.200544, 36.532082
"BCJ", "Baca Grande Airfield", -105.776666667, 37.964777777799995
"BCP", "Bambu Airport", 146.4925, -5.863611111110001
"BCW", "Benguera Island Airport", 35.43830108642578, -21.853300094604492
"BCZ", "Milyakburra Airport", 136.201666667, -13.780833333299999
"ILL", "Willmar Municipal -John L Rice Field", -95.13040161, 45.11769867
"BDZ", "Baindoung Airport", 146.942222222, -6.34722222222
"BEA", "Bereina Airport", 146.5083, -8.64
"BER", "Berlin Brandenburg Airport (U.C.)", 13.493888888899999, 52.351388888900004
"HKV", "Malevo Airport", 25.6047992706, 41.871799469
"JAM", "Bezmer Air Base", 26.3521995544, 42.4548988342
"JEG", "Aasiaat Airport", -52.7846984863, 68.7218017578
"AOQ", "Aappilattoq (Qaasuitsup) Heliport", -55.596287, 72.88703
"AGM", "Tasiilaq Heliport", -37.618335, 65.612296
"LLU", "Alluitsup Paa Heliport", -45.56917, 60.46445
"QGQ", "Attu Heliport", -53.6218696833, 67.9406628551
"UAK", "Narsarsuaq Airport", -45.4259986877, 61.1604995728
"JCH", "Qasigiannguit Heliport", -51.1734473705, 68.822815547
"CNP", "Neerlerit Inaat Airport", -22.6504993439, 70.7431030273
"DUN", "Dundas Airport", -68.8, 76.525
"QFG", "Eqalugaarsuit Heliport", -45.9140619636, 60.6197196536
"GOH", "Godthaab / Nuuk Airport", -51.6781005859, 64.19090271
"JGO", "Qeqertarsuaq Heliport", -53.5148763657, 69.251181993
"QFI", "Iginniarfik", -53.1735277176, 68.1472255861
"QRY", "Ikerassaarsuk Heliport", -53.4414589405, 68.14088100629999
"XIQ", "Ilimanaq Heliport", -51.1143153906, 69.0809150007
"IUI", "Innarsuit Heliport", -56.010817, 73.199895
"IOQ", "Isortoq Heliport", -38.976552, 65.547792
"QJI", "Ikamiut Heliport", -51.8322622776, 68.6342530984
"JJU", "Qaqortoq Heliport", -46.0299186409, 60.715684155299996
"JAV", "Ilulissat Airport", -51.0570983887, 69.2432022095
"QPW", "Kangaatsiaq Heliport", -53.4602075815, 68.3126574861
"KUS", "Kulusuk Airport", -37.1236000061, 65.573600769
"KUZ", "Kuummiut Heliport", -36.997919, 65.863935
"KHQ", "Kullorsuaq Heliport", -57.226828, 74.57805
"KGQ", "Kangersuatsiaq Heliport", -55.536586, 72.381092
"QJE", "Kitsissuarsuit Heliport", -53.123295307199996, 68.85792599759999
"JSU", "Maniitsoq Airport", -52.9393997192, 65.4124984741
"JNN", "Nanortalik Heliport", -45.232976675, 60.141883975899994
"JNS", "Narsaq Heliport", -46.059923172, 60.9172827256
"NIQ", "Niaqornat Heliport", -53.662945, 70.789385
"NSQ", "Nuussuaq Heliport", -57.065037, 74.109853
"BGP", "Bongo Airport", 10.2088, -2.1713
"JFR", "Paamiut Airport", -49.6709365845, 62.0147361755
"QQT", "Qeqertaq Heliport", -51.3009166718, 69.9958611087
"NAQ", "Qaanaaq Airport", -69.3887023926, 77.4886016846
"OBY", "Ittoqqortoormiit Heliport", -21.971679925900002, 70.4882288244
"SFJ", "Kangerlussuaq Airport", -50.7116031647, 67.0122218992
"SRK", "Siorapaluk Heliport", -70.638657, 77.786517
"QOQ", "Saarloq Heliport", -46.024722, 60.537778
"JHS", "Sisimiut Airport", -53.7293014526, 66.9513015747
"SVR", "Savissivik Heliport", -65.117683, 76.018613
"TQA", "Tasiusaq (Qaasuitsup) Heliport", -56.06028, 73.373055
"THU", "Thule Air Base", -68.7032012939, 76.5311965942
"TQI", "Tiniteqilaaq Heliport", -37.783409, 65.892027
"JUV", "Upernavik Airport", -56.1305999756, 72.7901992798
"UMD", "Uummannaq Heliport", -52.111630439799995, 70.6804279261
"JQA", "Qaarsut Airport", -52.6962013245, 70.7341995239
"JUK", "Ukkusissat Heliport", -51.890016, 71.049438
"BHL", "BahÃ­a de los Ãngeles Airport", -113.560997, 28.9786
"BHT", "Brighton Downs Airport", 141.562777778, -23.3638888889
"AEY", "Akureyri Airport", -18.07270050048828, 65.66000366210938
"BIU", "Bildudalur Airport", -23.546199798583984, 65.64129638671875
"BGJ", "BorgarfjÃ¶rÃ°ur eystri Airport", -13.805000305175781, 65.51640319824219
"BJD", "BakkafjÃ¶rÃ°ur Airport", -14.824399948120117, 66.02189636230469
"BLO", "Hjaltabakki Airport", -20.287500381469727, 65.6449966430664
"BQD", "BÃºÃ°ardalur Airport", -21.80030059814453, 65.07530212402344
"BXV", "BreiÃ°dalsvÃ­k Airport", -14.02280044555664, 64.79000091552734
"DJU", "DjÃºpivogur Airport", -14.28279972076416, 64.64420318603516
"EGS", "EgilsstaÃ°ir Airport", -14.401399612426758, 65.2833023071289
"FAS", "FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport", -14.0606002808, 64.9317016602
"FAG", "FagurhÃ³lsmÃ½ri Airport", -16.64109992980957, 63.874698638916016
"GUU", "GrundarfjÃ¶rÃ°ur Airport", -23.224700927734375, 64.99140167236328
"GJR", "GjÃ¶gur Airport", -21.326900482177734, 65.99530029296875
"GRY", "GrÃ­msey Airport", -18.0173, 66.5458
"HVK", "HÃ³lmavÃ­k Airport", -21.696399688720703, 65.70469665527344
"HFN", "HornafjÃ¶rÃ°ur Airport", -15.2272, 64.295601
"FLI", "Holt Airport", -23.4416913986, 66.0141804294
"HZK", "HÃºsavÃ­k Airport", -17.426001, 65.952301
"HVM", "KrÃ³kstaÃ°armelar Airport", -20.846900939941406, 65.26640319824219
"HLO", "IngjaldssanÃ°ur Airport", -23.69610023498535, 66.05000305175781
"IFJ", "ÃsafjÃ¶rÃ°ur Airport", -23.135299682617188, 66.05809783935547
"BIJ", "Biliau Airport", 146.339, -5.578
"KEF", "Keflavik International Airport", -22.605600357056, 63.985000610352
"OPA", "KÃ³pasker Airport", -16.466699600219727, 66.31079864501953
"SAK", "SauÃ°Ã¡rkrÃ³kur Airport", -19.572799682599996, 65.73169708249999
"NOR", "NorÃ°fjÃ¶rÃ°ur Airport", -13.746399879455566, 65.13189697265625
"OFJ", "ÃlafsfjÃ¶rÃ°ur Airport", -18.66670036315918, 66.08329772949219
"PFJ", "PatreksfjÃ¶rÃ°ur Airport", -23.965, 65.555801
"RHA", "ReykhÃ³lar Airport", -22.20611572265625, 65.45262908935547
"OLI", "Rif Airport", -23.8230991364, 64.9113998413
"RFN", "RaufarhÃ¶fn Airport", -15.918299674987793, 66.40640258789062
"RKV", "Reykjavik Airport", -21.9405994415, 64.1299972534
"MVA", "ReykjahlÃ­Ã° Airport", -16.918100357055664, 65.65579986572266
"SIJ", "SiglufjÃ¶rÃ°ur Airport", -18.9167, 66.133301
"SYK", "StykkishÃ³lmur Airport", -22.794200897216797, 65.05809783935547
"TEY", "Ãingeyri Airport", -23.559999465942383, 65.87030029296875
"THO", "Thorshofn Airport", -15.335599899291992, 66.21849822998047
"VEY", "Vestmannaeyjar Airport", -20.278900146484375, 63.42430114746094
"VPN", "VopnafjÃ¶rÃ°ur Airport", -14.850600242614746, 65.72059631347656
"BIZ", "Bimin Airport", 142.033055556, -5.28611111111
"BJE", "Baleela Airport", 28.5230555556, 11.199444444400001
"BJQ", "Bahja Airport", 56.067777777799996, 19.8730555556
